steps,date,interval
NA,10/1/2012,1715
NA,10/1/2012,1720
NA,10/1/2012,1725
NA,10/1/2012,1730
NA,10/1/2012,1735
NA,10/1/2012,1740
NA,10/1/2012,1745
NA,10/1/2012,1750
NA,10/1/2012,1755
NA,10/1/2012,1800
NA,10/1/2012,1805
NA,10/1/2012,1810
NA,10/1/2012,1815
NA,10/1/2012,1820
NA,10/1/2012,1825
NA,10/1/2012,1830
NA,10/1/2012,1835
NA,10/1/2012,1840
NA,10/1/2012,1845
NA,10/1/2012,1850
NA,10/1/2012,1855
NA,10/1/2012,1900
NA,10/1/2012,1905
NA,10/1/2012,1910
NA,10/1/2012,1915
NA,10/1/2012,1920
NA,10/1/2012,1925
NA,10/1/2012,1930
NA,10/1/2012,1935
NA,10/1/2012,1940
NA,10/1/2012,1945
NA,10/1/2012,1950
NA,10/1/2012,1955
NA,10/1/2012,2000
NA,10/1/2012,2005
NA,10/1/2012,2010
NA,10/1/2012,2015
NA,10/1/2012,2020
NA,10/1/2012,2025
NA,10/1/2012,2030
NA,10/1/2012,2035
NA,10/1/2012,2040
NA,10/1/2012,2045
NA,10/1/2012,2050
NA,10/1/2012,2055
NA,10/1/2012,2100
NA,10/1/2012,2105
NA,10/1/2012,2110
NA,10/1/2012,2115
NA,10/1/2012,2120
NA,10/1/2012,2125
NA,10/1/2012,2130
NA,10/1/2012,2135
NA,10/1/2012,2140
NA,10/1/2012,2145
NA,10/1/2012,2150
NA,10/1/2012,2155
NA,10/1/2012,2200
NA,10/1/2012,2205
NA,10/1/2012,2210
NA,10/1/2012,2215
NA,10/1/2012,2220
NA,10/1/2012,2225
NA,10/1/2012,2230
NA,10/1/2012,2235
NA,10/1/2012,2240
NA,10/1/2012,2245
NA,10/1/2012,2250
NA,10/1/2012,2255
NA,10/1/2012,2300
NA,10/1/2012,2305
NA,10/1/2012,2310
NA,10/1/2012,2315
NA,10/1/2012,2320
NA,10/1/2012,2325
NA,10/1/2012,2330
NA,10/1/2012,2335
NA,10/1/2012,2340
NA,10/1/2012,2345
NA,10/1/2012,2350
NA,10/1/2012,2355
0,10/2/2012,0
0,10/2/2012,5
0,10/2/2012,10
0,10/2/2012,15
0,10/2/2012,20
0,10/2/2012,25
0,10/2/2012,30
0,10/2/2012,35
0,10/2/2012,40
0,10/2/2012,45
0,10/2/2012,50
0,10/2/2012,55
0,10/2/2012,100
0,10/2/2012,105
0,10/2/2012,110
0,10/2/2012,115
0,10/2/2012,120
0,10/2/2012,125
0,10/2/2012,130
0,10/2/2012,135
0,10/2/2012,140
0,10/2/2012,145
0,10/2/2012,150
0,10/2/2012,155
0,10/2/2012,200
0,10/2/2012,205
0,10/2/2012,210
0,10/2/2012,215
0,10/2/2012,220
0,10/2/2012,225
0,10/2/2012,230
0,10/2/2012,235
0,10/2/2012,240
0,10/2/2012,245
0,10/2/2012,250
0,10/2/2012,255
0,10/2/2012,300
0,10/2/2012,305
0,10/2/2012,310
0,10/2/2012,315
0,10/2/2012,320
0,10/2/2012,325
0,10/2/2012,330
0,10/2/2012,335
0,10/2/2012,340
0,10/2/2012,345
0,10/2/2012,350
0,10/2/2012,355
0,10/2/2012,400
0,10/2/2012,405
0,10/2/2012,410
0,10/2/2012,415
0,10/2/2012,420
0,10/2/2012,425
0,10/2/2012,430
0,10/2/2012,435
0,10/2/2012,440
0,10/2/2012,445
0,10/2/2012,450
0,10/2/2012,455
0,10/2/2012,500
0,10/2/2012,505
0,10/2/2012,510
0,10/2/2012,515
0,10/2/2012,520
0,10/2/2012,525
0,10/2/2012,530
0,10/2/2012,535
0,10/2/2012,540
0,10/2/2012,545
0,10/2/2012,550
0,10/2/2012,555
0,10/2/2012,600
0,10/2/2012,605
0,10/2/2012,610
0,10/2/2012,615
0,10/2/2012,620
0,10/2/2012,625
0,10/2/2012,630
0,10/2/2012,635
0,10/2/2012,640
0,10/2/2012,645
0,10/2/2012,650
0,10/2/2012,655
0,10/2/2012,700
0,10/2/2012,705
0,10/2/2012,710
0,10/2/2012,715
0,10/2/2012,720
0,10/2/2012,725
0,10/2/2012,730
0,10/2/2012,735
0,10/2/2012,740
0,10/2/2012,745
0,10/2/2012,750
0,10/2/2012,755
0,10/2/2012,800
0,10/2/2012,805
0,10/2/2012,810
0,10/2/2012,815
0,10/2/2012,820
0,10/2/2012,825
0,10/2/2012,830
0,10/2/2012,835
0,10/2/2012,840
0,10/2/2012,845
0,10/2/2012,850
0,10/2/2012,855
0,10/2/2012,900
0,10/2/2012,905
0,10/2/2012,910
0,10/2/2012,915
0,10/2/2012,920
0,10/2/2012,925
0,10/2/2012,930
0,10/2/2012,935
0,10/2/2012,940
0,10/2/2012,945
0,10/2/2012,950
0,10/2/2012,955
0,10/2/2012,1000
0,10/2/2012,1005
0,10/2/2012,1010
0,10/2/2012,1015
0,10/2/2012,1020
0,10/2/2012,1025
0,10/2/2012,1030
0,10/2/2012,1035
0,10/2/2012,1040
0,10/2/2012,1045
0,10/2/2012,1050
0,10/2/2012,1055
0,10/2/2012,1100
0,10/2/2012,1105
0,10/2/2012,1110
0,10/2/2012,1115
0,10/2/2012,1120
0,10/2/2012,1125
0,10/2/2012,1130
0,10/2/2012,1135
0,10/2/2012,1140
0,10/2/2012,1145
0,10/2/2012,1150
0,10/2/2012,1155
0,10/2/2012,1200
0,10/2/2012,1205
0,10/2/2012,1210
0,10/2/2012,1215
0,10/2/2012,1220
0,10/2/2012,1225
0,10/2/2012,1230
0,10/2/2012,1235
0,10/2/2012,1240
0,10/2/2012,1245
0,10/2/2012,1250
0,10/2/2012,1255
0,10/2/2012,1300
0,10/2/2012,1305
0,10/2/2012,1310
0,10/2/2012,1315
0,10/2/2012,1320
0,10/2/2012,1325
0,10/2/2012,1330
0,10/2/2012,1335
0,10/2/2012,1340
0,10/2/2012,1345
0,10/2/2012,1350
0,10/2/2012,1355
0,10/2/2012,1400
0,10/2/2012,1405
0,10/2/2012,1410
0,10/2/2012,1415
0,10/2/2012,1420
0,10/2/2012,1425
0,10/2/2012,1430
0,10/2/2012,1435
0,10/2/2012,1440
0,10/2/2012,1445
0,10/2/2012,1450
0,10/2/2012,1455
0,10/2/2012,1500
0,10/2/2012,1505
0,10/2/2012,1510
0,10/2/2012,1515
0,10/2/2012,1520
0,10/2/2012,1525
0,10/2/2012,1530
0,10/2/2012,1535
0,10/2/2012,1540
0,10/2/2012,1545
0,10/2/2012,1550
0,10/2/2012,1555
0,10/2/2012,1600
0,10/2/2012,1605
0,10/2/2012,1610
0,10/2/2012,1615
0,10/2/2012,1620
0,10/2/2012,1625
0,10/2/2012,1630
0,10/2/2012,1635
0,10/2/2012,1640
0,10/2/2012,1645
0,10/2/2012,1650
0,10/2/2012,1655
0,10/2/2012,1700
0,10/2/2012,1705
0,10/2/2012,1710
0,10/2/2012,1715
0,10/2/2012,1720
0,10/2/2012,1725
0,10/2/2012,1730
0,10/2/2012,1735
0,10/2/2012,1740
0,10/2/2012,1745
0,10/2/2012,1750
0,10/2/2012,1755
0,10/2/2012,1800
0,10/2/2012,1805
0,10/2/2012,1810
0,10/2/2012,1815
0,10/2/2012,1820
0,10/2/2012,1825
0,10/2/2012,1830
0,10/2/2012,1835
0,10/2/2012,1840
0,10/2/2012,1845
0,10/2/2012,1850
0,10/2/2012,1855
0,10/2/2012,1900
0,10/2/2012,1905
0,10/2/2012,1910
0,10/2/2012,1915
0,10/2/2012,1920
0,10/2/2012,1925
0,10/2/2012,1930
0,10/2/2012,1935
0,10/2/2012,1940
0,10/2/2012,1945
0,10/2/2012,1950
0,10/2/2012,1955
0,10/2/2012,2000
0,10/2/2012,2005
0,10/2/2012,2010
0,10/2/2012,2015
0,10/2/2012,2020
0,10/2/2012,2025
0,10/2/2012,2030
0,10/2/2012,2035
0,10/2/2012,2040
0,10/2/2012,2045
0,10/2/2012,2050
0,10/2/2012,2055
0,10/2/2012,2100
0,10/2/2012,2105
0,10/2/2012,2110
0,10/2/2012,2115
0,10/2/2012,2120
0,10/2/2012,2125
0,10/2/2012,2130
0,10/2/2012,2135
0,10/2/2012,2140
0,10/2/2012,2145
0,10/2/2012,2150
0,10/2/2012,2155
0,10/2/2012,2200
0,10/2/2012,2205
117,10/2/2012,2210
9,10/2/2012,2215
0,10/2/2012,2220
0,10/2/2012,2225
0,10/2/2012,2230
0,10/2/2012,2235
0,10/2/2012,2240
0,10/2/2012,2245
0,10/2/2012,2250
0,10/2/2012,2255
0,10/2/2012,2300
0,10/2/2012,2305
0,10/2/2012,2310
0,10/2/2012,2315
0,10/2/2012,2320
0,10/2/2012,2325
0,10/2/2012,2330
0,10/2/2012,2335
0,10/2/2012,2340
0,10/2/2012,2345
0,10/2/2012,2350
0,10/2/2012,2355
0,10/3/2012,0
0,10/3/2012,5
0,10/3/2012,10
0,10/3/2012,15
0,10/3/2012,20
0,10/3/2012,25
0,10/3/2012,30
0,10/3/2012,35
0,10/3/2012,40
0,10/3/2012,45
0,10/3/2012,50
0,10/3/2012,55
0,10/3/2012,100
0,10/3/2012,105
0,10/3/2012,110
0,10/3/2012,115
0,10/3/2012,120
0,10/3/2012,125
0,10/3/2012,130
0,10/3/2012,135
0,10/3/2012,140
0,10/3/2012,145
0,10/3/2012,150
0,10/3/2012,155
0,10/3/2012,200
0,10/3/2012,205
0,10/3/2012,210
0,10/3/2012,215
0,10/3/2012,220
0,10/3/2012,225
0,10/3/2012,230
0,10/3/2012,235
0,10/3/2012,240
0,10/3/2012,245
0,10/3/2012,250
0,10/3/2012,255
0,10/3/2012,300
0,10/3/2012,305
0,10/3/2012,310
0,10/3/2012,315
0,10/3/2012,320
0,10/3/2012,325
0,10/3/2012,330
0,10/3/2012,335
0,10/3/2012,340
0,10/3/2012,345
0,10/3/2012,350
0,10/3/2012,355
0,10/3/2012,400
0,10/3/2012,405
4,10/3/2012,410
0,10/3/2012,415
0,10/3/2012,420
0,10/3/2012,425
36,10/3/2012,430
0,10/3/2012,435
0,10/3/2012,440
0,10/3/2012,445
0,10/3/2012,450
0,10/3/2012,455
0,10/3/2012,500
0,10/3/2012,505
0,10/3/2012,510
0,10/3/2012,515
0,10/3/2012,520
0,10/3/2012,525
0,10/3/2012,530
25,10/3/2012,535
0,10/3/2012,540
0,10/3/2012,545
90,10/3/2012,550
411,10/3/2012,555
413,10/3/2012,600
415,10/3/2012,605
519,10/3/2012,610
529,10/3/2012,615
613,10/3/2012,620
562,10/3/2012,625
612,10/3/2012,630
534,10/3/2012,635
323,10/3/2012,640
600,10/3/2012,645
533,10/3/2012,650
251,10/3/2012,655
56,10/3/2012,700
0,10/3/2012,705
32,10/3/2012,710
80,10/3/2012,715
10,10/3/2012,720
9,10/3/2012,725
145,10/3/2012,730
46,10/3/2012,735
0,10/3/2012,740
44,10/3/2012,745
126,10/3/2012,750
42,10/3/2012,755
138,10/3/2012,800
53,10/3/2012,805
0,10/3/2012,810
0,10/3/2012,815
22,10/3/2012,820
57,10/3/2012,825
161,10/3/2012,830
19,10/3/2012,835
15,10/3/2012,840
0,10/3/2012,845
16,10/3/2012,850
0,10/3/2012,855
0,10/3/2012,900
8,10/3/2012,905
0,10/3/2012,910
51,10/3/2012,915
516,10/3/2012,920
245,10/3/2012,925
0,10/3/2012,930
161,10/3/2012,935
7,10/3/2012,940
0,10/3/2012,945
0,10/3/2012,950
0,10/3/2012,955
0,10/3/2012,1000
0,10/3/2012,1005
0,10/3/2012,1010
0,10/3/2012,1015
0,10/3/2012,1020
0,10/3/2012,1025
0,10/3/2012,1030
0,10/3/2012,1035
0,10/3/2012,1040
0,10/3/2012,1045
0,10/3/2012,1050
0,10/3/2012,1055
0,10/3/2012,1100
0,10/3/2012,1105
0,10/3/2012,1110
0,10/3/2012,1115
0,10/3/2012,1120
0,10/3/2012,1125
0,10/3/2012,1130
72,10/3/2012,1135
73,10/3/2012,1140
0,10/3/2012,1145
0,10/3/2012,1150
116,10/3/2012,1155
97,10/3/2012,1200
0,10/3/2012,1205
0,10/3/2012,1210
0,10/3/2012,1215
0,10/3/2012,1220
0,10/3/2012,1225
15,10/3/2012,1230
0,10/3/2012,1235
0,10/3/2012,1240
0,10/3/2012,1245
0,10/3/2012,1250
0,10/3/2012,1255
80,10/3/2012,1300
69,10/3/2012,1305
0,10/3/2012,1310
0,10/3/2012,1315
0,10/3/2012,1320
0,10/3/2012,1325
0,10/3/2012,1330
0,10/3/2012,1335
0,10/3/2012,1340
99,10/3/2012,1345
100,10/3/2012,1350
0,10/3/2012,1355
0,10/3/2012,1400
33,10/3/2012,1405
0,10/3/2012,1410
0,10/3/2012,1415
7,10/3/2012,1420
0,10/3/2012,1425
0,10/3/2012,1430
0,10/3/2012,1435
0,10/3/2012,1440
0,10/3/2012,1445
0,10/3/2012,1450
0,10/3/2012,1455
0,10/3/2012,1500
0,10/3/2012,1505
0,10/3/2012,1510
0,10/3/2012,1515
0,10/3/2012,1520
0,10/3/2012,1525
0,10/3/2012,1530
0,10/3/2012,1535
0,10/3/2012,1540
88,10/3/2012,1545
154,10/3/2012,1550
0,10/3/2012,1555
20,10/3/2012,1600
0,10/3/2012,1605
0,10/3/2012,1610
0,10/3/2012,1615
0,10/3/2012,1620
0,10/3/2012,1625
0,10/3/2012,1630
0,10/3/2012,1635
0,10/3/2012,1640
0,10/3/2012,1645
0,10/3/2012,1650
0,10/3/2012,1655
0,10/3/2012,1700
0,10/3/2012,1705
198,10/3/2012,1710
61,10/3/2012,1715
75,10/3/2012,1720
0,10/3/2012,1725
0,10/3/2012,1730
193,10/3/2012,1735
298,10/3/2012,1740
0,10/3/2012,1745
15,10/3/2012,1750
21,10/3/2012,1755
0,10/3/2012,1800
0,10/3/2012,1805
0,10/3/2012,1810
0,10/3/2012,1815
51,10/3/2012,1820
36,10/3/2012,1825
0,10/3/2012,1830
26,10/3/2012,1835
22,10/3/2012,1840
0,10/3/2012,1845
39,10/3/2012,1850
52,10/3/2012,1855
15,10/3/2012,1900
41,10/3/2012,1905
0,10/3/2012,1910
42,10/3/2012,1915
0,10/3/2012,1920
0,10/3/2012,1925
159,10/3/2012,1930
32,10/3/2012,1935
0,10/3/2012,1940
0,10/3/2012,1945
0,10/3/2012,1950
0,10/3/2012,1955
34,10/3/2012,2000
0,10/3/2012,2005
0,10/3/2012,2010
0,10/3/2012,2015
0,10/3/2012,2020
36,10/3/2012,2025
73,10/3/2012,2030
9,10/3/2012,2035
0,10/3/2012,2040
0,10/3/2012,2045
0,10/3/2012,2050
0,10/3/2012,2055
0,10/3/2012,2100
0,10/3/2012,2105
0,10/3/2012,2110
0,10/3/2012,2115
0,10/3/2012,2120
0,10/3/2012,2125
90,10/3/2012,2130
128,10/3/2012,2135
46,10/3/2012,2140
0,10/3/2012,2145
0,10/3/2012,2150
0,10/3/2012,2155
0,10/3/2012,2200
0,10/3/2012,2205
0,10/3/2012,2210
0,10/3/2012,2215
0,10/3/2012,2220
0,10/3/2012,2225
0,10/3/2012,2230
0,10/3/2012,2235
0,10/3/2012,2240
0,10/3/2012,2245
0,10/3/2012,2250
0,10/3/2012,2255
0,10/3/2012,2300
0,10/3/2012,2305
0,10/3/2012,2310
0,10/3/2012,2315
0,10/3/2012,2320
0,10/3/2012,2325
0,10/3/2012,2330
0,10/3/2012,2335
0,10/3/2012,2340
8,10/3/2012,2345
0,10/3/2012,2350
0,10/3/2012,2355
47,10/4/2012,0
0,10/4/2012,5
0,10/4/2012,10
0,10/4/2012,15
0,10/4/2012,20
0,10/4/2012,25
0,10/4/2012,30
0,10/4/2012,35
0,10/4/2012,40
0,10/4/2012,45
0,10/4/2012,50
0,10/4/2012,55
0,10/4/2012,100
0,10/4/2012,105
0,10/4/2012,110
0,10/4/2012,115
0,10/4/2012,120
0,10/4/2012,125
0,10/4/2012,130
0,10/4/2012,135
0,10/4/2012,140
0,10/4/2012,145
0,10/4/2012,150
0,10/4/2012,155
0,10/4/2012,200
0,10/4/2012,205
0,10/4/2012,210
0,10/4/2012,215
0,10/4/2012,220
0,10/4/2012,225
0,10/4/2012,230
0,10/4/2012,235
0,10/4/2012,240
0,10/4/2012,245
0,10/4/2012,250
0,10/4/2012,255
0,10/4/2012,300
0,10/4/2012,305
0,10/4/2012,310
0,10/4/2012,315
0,10/4/2012,320
0,10/4/2012,325
0,10/4/2012,330
0,10/4/2012,335
0,10/4/2012,340
0,10/4/2012,345
0,10/4/2012,350
0,10/4/2012,355
0,10/4/2012,400
0,10/4/2012,405
0,10/4/2012,410
0,10/4/2012,415
0,10/4/2012,420
0,10/4/2012,425
0,10/4/2012,430
0,10/4/2012,435
0,10/4/2012,440
0,10/4/2012,445
0,10/4/2012,450
0,10/4/2012,455
0,10/4/2012,500
0,10/4/2012,505
7,10/4/2012,510
18,10/4/2012,515
57,10/4/2012,520
40,10/4/2012,525
0,10/4/2012,530
0,10/4/2012,535
0,10/4/2012,540
0,10/4/2012,545
16,10/4/2012,550
1,10/4/2012,555
0,10/4/2012,600
18,10/4/2012,605
20,10/4/2012,610
40,10/4/2012,615
36,10/4/2012,620
17,10/4/2012,625
49,10/4/2012,630
86,10/4/2012,635
49,10/4/2012,640
0,10/4/2012,645
29,10/4/2012,650
59,10/4/2012,655
7,10/4/2012,700
25,10/4/2012,705
30,10/4/2012,710
31,10/4/2012,715
7,10/4/2012,720
18,10/4/2012,725
113,10/4/2012,730
181,10/4/2012,735
87,10/4/2012,740
0,10/4/2012,745
0,10/4/2012,750
0,10/4/2012,755
57,10/4/2012,800
99,10/4/2012,805
507,10/4/2012,810
522,10/4/2012,815
510,10/4/2012,820
519,10/4/2012,825
508,10/4/2012,830
423,10/4/2012,835
499,10/4/2012,840
259,10/4/2012,845
31,10/4/2012,850
17,10/4/2012,855
0,10/4/2012,900
0,10/4/2012,905
0,10/4/2012,910
0,10/4/2012,915
0,10/4/2012,920
17,10/4/2012,925
0,10/4/2012,930
145,10/4/2012,935
453,10/4/2012,940
229,10/4/2012,945
144,10/4/2012,950
0,10/4/2012,955
0,10/4/2012,1000
0,10/4/2012,1005
82,10/4/2012,1010
0,10/4/2012,1015
0,10/4/2012,1020
0,10/4/2012,1025
0,10/4/2012,1030
0,10/4/2012,1035
0,10/4/2012,1040
0,10/4/2012,1045
0,10/4/2012,1050
0,10/4/2012,1055
0,10/4/2012,1100
0,10/4/2012,1105
0,10/4/2012,1110
0,10/4/2012,1115
0,10/4/2012,1120
180,10/4/2012,1125
21,10/4/2012,1130
0,10/4/2012,1135
0,10/4/2012,1140
0,10/4/2012,1145
0,10/4/2012,1150
0,10/4/2012,1155
160,10/4/2012,1200
79,10/4/2012,1205
0,10/4/2012,1210
0,10/4/2012,1215
0,10/4/2012,1220
46,10/4/2012,1225
66,10/4/2012,1230
127,10/4/2012,1235
0,10/4/2012,1240
0,10/4/2012,1245
0,10/4/2012,1250
0,10/4/2012,1255
0,10/4/2012,1300
0,10/4/2012,1305
31,10/4/2012,1310
0,10/4/2012,1315
0,10/4/2012,1320
0,10/4/2012,1325
0,10/4/2012,1330
0,10/4/2012,1335
28,10/4/2012,1340
496,10/4/2012,1345
78,10/4/2012,1350
0,10/4/2012,1355
0,10/4/2012,1400
0,10/4/2012,1405
0,10/4/2012,1410
0,10/4/2012,1415
0,10/4/2012,1420
0,10/4/2012,1425
0,10/4/2012,1430
77,10/4/2012,1435
20,10/4/2012,1440
7,10/4/2012,1445
1,10/4/2012,1450
128,10/4/2012,1455
354,10/4/2012,1500
310,10/4/2012,1505
0,10/4/2012,1510
0,10/4/2012,1515
25,10/4/2012,1520
15,10/4/2012,1525
0,10/4/2012,1530
0,10/4/2012,1535
0,10/4/2012,1540
0,10/4/2012,1545
33,10/4/2012,1550
33,10/4/2012,1555
32,10/4/2012,1600
66,10/4/2012,1605
77,10/4/2012,1610
0,10/4/2012,1615
44,10/4/2012,1620
0,10/4/2012,1625
0,10/4/2012,1630
0,10/4/2012,1635
0,10/4/2012,1640
0,10/4/2012,1645
0,10/4/2012,1650
0,10/4/2012,1655
0,10/4/2012,1700
0,10/4/2012,1705
0,10/4/2012,1710
0,10/4/2012,1715
0,10/4/2012,1720
40,10/4/2012,1725
0,10/4/2012,1730
37,10/4/2012,1735
90,10/4/2012,1740
53,10/4/2012,1745
73,10/4/2012,1750
92,10/4/2012,1755
285,10/4/2012,1800
527,10/4/2012,1805
531,10/4/2012,1810
547,10/4/2012,1815
175,10/4/2012,1820
114,10/4/2012,1825
62,10/4/2012,1830
0,10/4/2012,1835
59,10/4/2012,1840
65,10/4/2012,1845
0,10/4/2012,1850
101,10/4/2012,1855
43,10/4/2012,1900
0,10/4/2012,1905
0,10/4/2012,1910
0,10/4/2012,1915
49,10/4/2012,1920
21,10/4/2012,1925
0,10/4/2012,1930
16,10/4/2012,1935
56,10/4/2012,1940
0,10/4/2012,1945
0,10/4/2012,1950
0,10/4/2012,1955
0,10/4/2012,2000
0,10/4/2012,2005
0,10/4/2012,2010
0,10/4/2012,2015
0,10/4/2012,2020
0,10/4/2012,2025
0,10/4/2012,2030
0,10/4/2012,2035
17,10/4/2012,2040
15,10/4/2012,2045
0,10/4/2012,2050
0,10/4/2012,2055
27,10/4/2012,2100
106,10/4/2012,2105
122,10/4/2012,2110
41,10/4/2012,2115
35,10/4/2012,2120
6,10/4/2012,2125
0,10/4/2012,2130
0,10/4/2012,2135
68,10/4/2012,2140
0,10/4/2012,2145
0,10/4/2012,2150
0,10/4/2012,2155
0,10/4/2012,2200
0,10/4/2012,2205
0,10/4/2012,2210
0,10/4/2012,2215
0,10/4/2012,2220
0,10/4/2012,2225
0,10/4/2012,2230
0,10/4/2012,2235
0,10/4/2012,2240
0,10/4/2012,2245
0,10/4/2012,2250
0,10/4/2012,2255
0,10/4/2012,2300
0,10/4/2012,2305
0,10/4/2012,2310
0,10/4/2012,2315
0,10/4/2012,2320
0,10/4/2012,2325
0,10/4/2012,2330
0,10/4/2012,2335
0,10/4/2012,2340
0,10/4/2012,2345
0,10/4/2012,2350
0,10/4/2012,2355
0,10/5/2012,0
0,10/5/2012,5
0,10/5/2012,10
0,10/5/2012,15
0,10/5/2012,20
0,10/5/2012,25
0,10/5/2012,30
0,10/5/2012,35
0,10/5/2012,40
0,10/5/2012,45
0,10/5/2012,50
0,10/5/2012,55
0,10/5/2012,100
0,10/5/2012,105
0,10/5/2012,110
0,10/5/2012,115
0,10/5/2012,120
0,10/5/2012,125
0,10/5/2012,130
0,10/5/2012,135
0,10/5/2012,140
9,10/5/2012,145
14,10/5/2012,150
0,10/5/2012,155
0,10/5/2012,200
0,10/5/2012,205
0,10/5/2012,210
0,10/5/2012,215
0,10/5/2012,220
7,10/5/2012,225
0,10/5/2012,230
0,10/5/2012,235
